"1","1.0079400000","Hydrogen","H","384","100"
"2","4.0026020000","Helium","He","384","100"
"3","6.9410000000","Lithium","Li","768","60"
"4","9.0121820000","Beryllium","Be","576","80"
"5","10.8110000000","Boron","B","192","80"
"6","12.0107000000","Carbon","C","384","100"
"7","14.0067000000","Nitrogen","N","384","45"
"8","15.9994000000","Oxygen","O","384","45"
"9","18.9994000000","Fluorine","F","768","80"
"10","20.1797000000","Neon","Ne","768","60"
