"1","1.0079400000","Hydrogen","H","179","200","159"
"2","4.0026020000","Helium","He","179","200","159"
"3","6.9410000000","Lithium","Li","179","160","159"
"4","9.0121820000","Beryllium","Be","179","180","159"
"5","10.8110000000","Boron","B","179","180","159"
"6","12.0107000000","Carbon","C","179","200","159"
