"3","6.9410000000","Lithium","Li","368","370","496"
"4","9.0121820000","Beryllium","Be","368","180","496"
"5","10.8110000000","Boron","B","368","180","496"
"6","12.0107000000","Carbon","C","746","200","1004"
"7","14.0067000000","Nitrogen","N","179","90","159"
"8","15.9994000000","Oxygen","O","179","90","159"
"9","18.9994000000","Fluorine","F","179","160","159"
"10","20.1797000000","Neon","Ne","179","160","159"
